Date,SHL_Close,USIR%,ANN_Close,CSL_Close,RMD_Close
1/07/2015,17.99715233,0.769408,20.57984161,81.31406403,7.145661354
2/07/2015,18.15139389,0.764175,20.94296837,82.51700592,7.048573017
3/07/2015,18.15139389,0.763884,20.43628311,80.93756104,7.019445896
6/07/2015,18.15139389,0.748447,20.38561821,79.84480286,7.029154301
7/07/2015,18.47610474,0.747882,20.81629562,81.72727966,7.194203854
8/07/2015,18.16762733,0.745823,20.61362076,81.34159851,7.378670216
9/07/2015,18.18386459,0.742225,20.97674751,81.222229,7.291292667
10/07/2015,18.15950775,0.746102,20.74028778,80.86410522,7.368962288
13/07/2015,18.31374931,0.742501,20.73184586,82.14051056,7.466050148
14/07/2015,18.70340157,0.739481,21.15408707,84.66579437,7.466050148
15/07/2015,19.15799713,0.744602,21.25542641,86.56665039,7.485467911
16/07/2015,18.23256874,0.737354,21.20475769,86.18096161,7.572846413
17/07/2015,17.74550247,0.74151,21.35676193,86.22687531,7.514594078
20/07/2015,17.25031471,0.73692,21.36520386,87.67777252,7.514594078
21/07/2015,17.44514275,0.73755,22.06611633,88.38485718,7.504885197
22/07/2015,17.00678062,0.742501,20.72340393,86.88805389,7.368962288
23/07/2015,16.99866295,0.737517,20.68117714,86.53908539,7.417506218
24/07/2015,16.7794857,0.735619,20.78251648,86.04322815,7.456341267
27/07/2015,16.73889732,0.72759,20.30116653,86.91558838,7.427215576
28/07/2015,16.57653809,0.72759,19.72692299,88.31138611,7.310709476
29/07/2015,16.69830513,0.7347,20.36872864,89.71634674,7.417506218
30/07/2015,16.60089684,0.729874,20.80784988,88.47666168,7.301001072
31/07/2015,16.7794857,0.729448,21.1625309,90.87341309,7.767022133
3/08/2015,16.80383873,0.72998,21.17097473,90.75403595,7.669935226
4/08/2015,16.93372154,0.72759,21.36520386,92.53548431,7.475759029
5/08/2015,17.19349098,0.737626,21.17941856,92.0212326,7.310709476
6/08/2015,16.90124702,0.735294,20.96830177,90.40507507,7.388380527
7/08/2015,16.58465767,0.734538,20.90074348,88.92664337,7.262166023
10/08/2015,16.80383873,0.740192,17.59885216,89.0276413,7.233039379
11/08/2015,16.39794731,0.7414,18.24064827,87.33800507,7.310709476
12/08/2015,16.85254097,0.731048,17.7086277,85.40042877,7.281582832
13/08/2015,16.62524986,0.738116,17.31593323,85.3269577,7.262166023
14/08/2015,16.43853378,0.737517,18.20745087,85.53816223,7.262166023
17/08/2015,16.34924126,0.73692,18.07886505,86.19934845,7.330127239
18/08/2015,16.06511879,0.737083,18.07029152,85.85037994,7.252456665
19/08/2015,16.72265816,0.733999,18.50747681,85.51979828,7.262166023
20/08/2015,16.92560196,0.735456,19.15040016,84.48214722,7.165078163
21/08/2015,16.55218506,0.73373,18.89322662,82.78329468,7.097116947
24/08/2015,16.27618027,0.725847,18.0274353,81.07530975,6.941775799
25/08/2015,16.6414814,0.717206,17.70168686,83.18736267,6.912650108
26/08/2015,16.43853378,0.71053,17.71025848,83.01289368,6.990320206
27/08/2015,16.81195831,0.712454,18.5331955,85.17086029,7.077699661
28/08/2015,16.91748619,0.717412,18.82464981,85.05148315,7.019445896
31/08/2015,16.82007027,0.714082,18.97037697,84.36277008,7.097116947
1/09/2015,16.38171196,0.710934,18.88466072,82.51700592,6.961193562
2/09/2015,16.37359047,0.700918,19.08181572,83.59140778,7.058280945
3/09/2015,16.0245285,0.704722,18.32746315,82.66392517,7.135951519
4/09/2015,16.4710083,0.701902,18.70463943,82.81086731,7.174786568
7/09/2015,16.43041992,0.693577,18.72178268,84.09078979,7.116533756
8/09/2015,16.38982773,0.694637,18.90179825,84.18354034,7.155368805
9/09/2015,16.31525421,0.703779,18.96180725,85.28733063,7.097116947
10/09/2015,16.06667328,0.696573,18.67892265,83.66412354,6.902941227
11/09/2015,15.89266396,0.707114,17.84741783,82.48615265,6.912650108
14/09/2015,15.83466339,0.709975,17.85598946,83.54353333,6.970901966
15/09/2015,15.61094093,0.716076,17.33307838,82.51397705,6.864106178
16/09/2015,15.70208645,0.712809,17.37594223,83.94238281,6.83497858
17/09/2015,15.78494549,0.719994,17.05876923,83.89600372,6.844687462
18/09/2015,15.95895481,0.718907,17.00733757,84.00730133,6.844687462
21/09/2015,15.81809139,0.719011,16.85303497,83.66412354,6.825270653
22/09/2015,15.9506712,0.713012,16.91303635,83.78469086,6.87381506
23/09/2015,15.78494549,0.707914,16.65587425,82.77368927,6.83497858
24/09/2015,15.87609482,0.699888,17.11019897,84.10005951,6.980611324
25/09/2015,15.67722893,0.701164,17.05876923,83.86817169,7.174786568
28/09/2015,15.74351883,0.702099,16.81874466,84.18354034,7.029154301
29/09/2015,15.08063412,0.697204,15.94437122,81.43803406,6.844687462
30/09/2015,15.12206078,0.700378,16.07295799,82.73657227,7.058280945
1/10/2015,15.2960701,0.701016,16.04724121,83.422966,7.126243591
2/10/2015,14.9231987,0.70368,15.8243618,82.12439728,7.097116947
5/10/2015,15.08891869,0.704821,16.03009987,83.66412354,7.155368805
6/10/2015,14.98948479,0.708818,15.77293015,83.49714661,7.21362114
7/10/2015,14.82376289,0.715922,15.8843708,83.6362915,7.145661354
8/10/2015,15.10549164,0.719476,15.72149944,84.35977936,7.233039379
9/10/2015,15.11377907,0.726744,15.78150368,84.59163666,7.242747784
12/10/2015,14.95633984,0.731475,16.03009987,82.47686768,7.184495449
13/10/2015,14.98120022,0.73443,15.87579536,83.04267883,7.203912258
14/10/2015,15.43693352,0.722282,16.44156456,82.78296661,7.368962288
15/10/2015,15.16349411,0.732011,16.56157684,82.54177856,7.446632385
16/10/2015,15.37064266,0.732923,16.88732338,82.82933807,7.504885197
19/10/2015,15.33750057,0.726005,16.81017494,82.27281189,7.582554817
20/10/2015,15.38721275,0.725637,17.11019897,83.48789978,7.611682892
21/10/2015,15.27950001,0.726744,17.16163826,83.03338623,7.475759029
22/10/2015,15.61094093,0.721553,16.99019051,83.66412354,7.514594078
23/10/2015,15.56122589,0.721188,16.88732338,83.84035492,7.543719769
26/10/2015,15.47836304,0.722387,16.87875175,84.28556824,7.563137531
27/10/2015,15.67722893,0.725111,17.00733757,85.7417984,7.572846413
28/10/2015,15.85952091,0.719269,17.13591766,86.54877472,7.708769321
29/10/2015,15.66065502,0.710076,16.93875504,86.20558167,7.776731491
30/10/2015,15.97552872,0.709019,17.24735641,86.99398041,7.805857182
2/11/2015,15.72694397,0.713725,16.87018013,85.61195374,7.834983349
3/11/2015,15.98381424,0.715922,16.92161369,87.37428284,7.902944088
4/11/2015,15.96724129,0.719114,16.94733047,87.02182007,7.893235207
5/11/2015,15.90924168,0.713878,16.8273201,87.35573578,7.922361851
6/11/2015,16.17439079,0.714796,16.91303635,88.41311646,7.912653923
9/11/2015,16.39811707,0.703878,16.96447182,88.5800705,7.951487541
10/11/2015,16.27382278,0.705119,16.99876404,88.16269684,7.951487541
11/11/2015,16.41468811,0.704672,17.2387867,89.13661194,7.94178009
12/11/2015,16.34839821,0.707114,17.6759758,89.13661194,7.922361851
13/11/2015,16.04181671,0.713725,17.94171333,88.25543213,7.747604847
16/11/2015,15.88438034,0.710581,17.95885658,87.57833862,7.786439419
17/11/2015,16.23239708,0.709522,18.37032318,89.2108078,7.893235207
18/11/2015,15.71037292,0.711389,18.29317284,89.45198059,7.893235207
19/11/2015,16.92842484,0.711794,18.79893303,90.99168396,7.951487541
20/11/2015,16.72127151,0.719166,18.76464653,91.14936829,7.825276375
23/11/2015,16.75441742,0.722909,18.64463615,91.93778229,7.922361851
24/11/2015,16.7461319,0.718907,18.44747543,91.61314392,7.844692707
25/11/2015,16.613554,0.725795,18.34460258,91.2142868,7.922361851
26/11/2015,16.69641113,0.725584,18.34460258,92.66125488,7.951487541
27/11/2015,16.69641113,0.721917,18.48175621,92.42938232,7.96119833
30/11/2015,16.84556007,0.718391,18.696064,92.85604095,8.08741188
1/12/2015,17.06099892,0.723275,18.90179825,93.41256714,8.009742737
2/12/2015,16.96156502,0.732332,18.6617775,92.75402069,7.883527756
3/12/2015,16.75441742,0.7303,18.49032974,91.95632935,7.854401588
4/12/2015,16.613554,0.732977,18.25888443,91.1029892,7.660226345
7/12/2015,16.58041,0.734214,18.58462715,91.36269379,7.543719769
8/12/2015,16.65498352,0.7259,18.35317802,91.61314392,7.466050148
9/12/2015,16.58041,0.722507,18.47319031,91.85430145,7.475759029
10/12/2015,16.43125725,0.723537,18.33603096,92.01197815,7.35925436
11/12/2015,16.38983154,0.72722,18.13887024,92.65197754,7.427215576
14/12/2015,16.29868126,0.716486,17.68453979,92.62415314,7.417506218
15/12/2015,15.32921505,0.725479,17.45309258,93.07865143,7.446632385
16/12/2015,14.46746159,0.720305,17.21306801,93.57952881,7.514594078
17/12/2015,14.78233242,0.720877,17.72740364,96.02822876,7.650516987
18/12/2015,14.87348175,0.712809,17.52166939,96.02822876,7.582554817
21/12/2015,14.54203796,0.716692,17.35880089,95.91693115,7.301001072
22/12/2015,14.67461491,0.719994,17.95885658,96.94649506,7.252456665
23/12/2015,14.63318443,0.723223,17.7788372,95.93547821,7.242747784
24/12/2015,14.74918938,0.72338,17.93313599,95.76850891,7.223330021
28/12/2015,14.74918938,0.72722,17.93313599,95.76850891,7.223330021
29/12/2015,14.61661243,0.728279,18.22459412,97.1969223,7.310709476
30/12/2015,14.98948479,0.725795,18.55033684,98.57897186,7.330127239
31/12/2015,14.80719471,0.729075,18.37032318,97.67926025,7.223330021
4/01/2016,14.87348175,0.728491,18.25888443,98.80157471,7.203912258
5/01/2016,14.41774654,0.727167,17.73597717,96.85372925,7.077699661
6/01/2016,14.56689739,0.728704,17.91599274,96.27866364,7.058280945
7/01/2016,14.41774654,0.718597,17.63310814,95.38822937,7.019445896
8/01/2016,14.26031017,0.716281,17.70168686,95.64793396,7.174786568
11/01/2016,14.42603302,0.708015,17.47881126,95.44387817,7.233039379
12/01/2016,14.47574997,0.701804,17.06734276,97.00215149,7.242747784
13/01/2016,14.58346653,0.6943,16.95590019,96.96504974,7.417506218
14/01/2016,14.47574997,0.698714,16.69016075,95.35113525,7.417506218
15/01/2016,14.66633034,0.698714,16.71587753,95.79634857,7.495175838
18/01/2016,14.23545551,0.693577,16.46728325,95.2490921,7.466050148
19/01/2016,14.658041,0.699692,16.67301559,96.17665863,7.592264175
20/01/2016,14.39289188,0.686106,16.41584778,98.04099274,7.427215576
21/01/2016,14.41774654,0.6879,16.59586525,99.77548218,7.611682892
22/01/2016,14.51717758,0.691706,16.63015556,99.46939087,7.970907211
25/01/2016,15.16349411,0.693722,16.86160851,99.79403687,8.03886795
27/01/2016,15.32921505,0.701607,16.83588791,98.16158295,8.126247406
28/01/2016,15.46179104,0.700403,16.83588791,99.37665558,7.912653923
29/01/2016,15.24635124,0.693914,17.17878151,96.46417999,7.815566063
1/02/2016,15.31264114,0.700722,16.57014847,100.1650543,7.864110947
2/02/2016,15.2960701,0.701607,16.15868187,99.70128632,7.786439419
3/02/2016,15.16349411,0.708617,15.98723793,97.71634674,7.922361851
4/02/2016,15.24635124,0.706864,12.68692398,98.07808685,7.844692707
5/02/2016,15.11377907,0.711086,12.89265633,97.72561646,7.7961483
8/02/2016,15.21321011,0.702988,13.83560181,97.64214325,7.844692707
9/02/2016,14.51717758,0.715461,13.76702595,95.14706421,7.767022133
10/02/2016,14.23545551,0.719942,14.16992283,94.16386414,7.7961483
11/02/2016,14.68290043,0.708617,14.67524719,96.04678345,7.922361851
12/02/2016,14.43431854,0.707914,14.82348442,95.81489563,7.805857182
15/02/2016,14.74090481,0.706714,15.15483379,96.86302185,7.922361851
16/02/2016,15.02262783,0.710379,15.05891705,98.31925201,7.96119833
17/02/2016,15.5860815,0.712403,15.07635784,94.6832962,8.058286667
18/02/2016,15.83466339,0.711693,15.40770149,93.37548065,8.03886795
19/02/2016,15.69379997,0.714796,15.58209896,94.42358398,8.03886795
22/02/2016,15.03920269,0.711997,15.09379482,95.07286072,8.000033379
23/02/2016,14.89833832,0.717618,15.3117857,94.03401947,7.815566063
24/02/2016,14.80719471,0.715001,15.00659943,93.63517761,7.737895012
25/02/2016,14.99777031,0.714286,15.02403641,94.08966827,7.767022133
26/02/2016,15.08891869,0.723484,15.01531696,94.9708252,7.737895012
29/02/2016,15.22977638,0.71958,14.99787903,95.27692413,7.854401588
1/03/2016,15.19663525,0.719476,14.87580013,95.81489563,7.728186607
2/03/2016,15.31264114,0.723589,15.19843292,97.41027069,7.650516987
3/03/2016,15.31264114,0.712809,15.2245903,96.7980957,7.660226345
4/03/2016,15.17787743,0.714286,15.16355133,95.13778687,7.572846413
7/03/2016,14.88307858,0.718184,15.30306911,95.67578125,7.524302483
8/03/2016,15.10207081,0.72881,15.35538387,95.00792694,7.582554817
9/03/2016,15.666399,0.735781,15.38154602,97.1134491,7.534011364
10/03/2016,15.38002396,0.741141,15.12867451,95.67578125,7.475759029
11/03/2016,15.21999168,0.745823,15.21587181,96.07460022,7.631098747
14/03/2016,15.00099754,0.743384,15.07635784,96.08387756,7.611682892
15/03/2016,14.92519093,0.747105,14.99787903,94.93373108,7.592264175
16/03/2016,15.034688,0.746213,15.15483379,94.88735962,7.514594078
17/03/2016,15.02626514,0.756315,15.34666634,94.46995544,7.233039379
18/03/2016,15.01784325,0.752106,15.61697674,92.84677124,7.077699661
21/03/2016,15.00942039,0.746324,15.66057301,93.21779633,7.155368805
22/03/2016,15.23683643,0.754717,15.86985016,94.30298615,7.145661354
23/03/2016,15.29579449,0.764994,15.44258308,94.09235382,7.135951519
24/03/2016,15.83485603,0.759763,15.40770149,95.56034088,7.242747784
29/03/2016,15.54848003,0.757174,15.12867451,92.16617584,7.155368805
30/03/2016,15.59059429,0.762021,14.91068077,93.83988953,7.203912258
31/03/2016,15.81801033,0.753352,15.07635784,94.84970856,7.21362114
1/04/2016,15.46425247,0.752672,14.46597576,94.43830109,7.281582832
4/04/2016,15.47267151,0.750582,14.6578083,94.72816467,7.398089409
5/04/2016,15.0599556,0.755687,14.82348442,92.9329071,7.446632385
6/04/2016,15.24525833,0.764,15.03275776,93.83052826,7.504885197
7/04/2016,15.3715992,0.766107,15.25074959,94.84970856,7.631098747
8/04/2016,15.50636673,0.766989,15.14611435,94.67205811,7.572846413
11/04/2016,15.29579449,0.766871,15.137393,93.68093109,7.475759029
12/04/2016,15.52321243,0.759994,15.20715427,93.50327301,7.456341267
13/04/2016,15.70009136,0.754603,15.78265095,94.05493927,7.534011364
14/04/2016,15.93592834,0.761209,16.5063839,93.43782043,7.582554817
15/04/2016,15.89381504,0.751371,17.16036415,94.9806366,7.504885197
18/04/2016,15.94435024,0.756487,17.00340843,96.65432739,7.514594078
19/04/2016,16.28126335,0.759474,17.03828812,96.77589417,7.427215576
20/04/2016,16.36549187,0.768521,17.23011971,97.47715759,7.417506218
21/04/2016,16.50868034,0.766225,17.78818321,98.17843628,7.398089409
22/04/2016,16.5339489,0.769586,17.29115868,97.85118103,7.514594078
26/04/2016,16.44129372,0.764,17.16036415,97.59870148,7.650516987
27/04/2016,16.33179855,0.777122,17.14292336,97.29949188,7.368962288
28/04/2016,16.15491867,0.779666,17.23011971,97.18730164,7.330127239
29/04/2016,16.35706711,0.780214,17.37835503,98.34675598,7.242747784
2/05/2016,16.62659645,0.774293,17.36963844,99.11346436,7.155368805
3/05/2016,17.07300568,0.771081,17.34347534,102.339325,7.242747784
4/05/2016,16.82032013,0.771724,16.84645081,104.1345901,7.291292667
5/05/2016,16.64344025,0.774773,16.54126167,102.5076294,7.330127239
6/05/2016,16.879282,0.760398,16.47150612,102.0588303,7.398089409
9/05/2016,17.08985329,0.763417,16.75053596,102.8535995,7.456341267
10/05/2016,16.98877716,0.761731,16.58486176,102.6852951,7.621390343
11/05/2016,17.1909256,0.766378,16.55870438,102.8723068,7.592264175
12/05/2016,17.18250084,0.749963,16.20991516,103.3959198,7.621390343
13/05/2016,17.17407799,0.746714,16.43662834,103.6483765,7.631098747
16/05/2016,18.01635933,0.747608,16.49766541,105.6119385,7.708769321
17/05/2016,18.3532753,0.737626,16.43662834,105.658699,7.689352036
18/05/2016,18.09216499,0.731689,16.15759659,106.5095901,7.611682892
19/05/2016,18.06689644,0.7373,16.17503738,106.8087921,7.640807629
20/05/2016,18.23535156,0.735781,16.37559128,106.4721832,7.640807629
23/05/2016,18.23535156,0.731797,16.55870438,105.8176498,7.699059963
24/05/2016,18.15112495,0.727484,16.43662834,105.9018097,7.708769321
25/05/2016,18.42907333,0.72881,16.52382469,107.1080017,7.854401588
26/05/2016,18.31957817,0.731368,16.39302635,108.2954941,7.7961483
27/05/2016,18.1932354,0.7227,16.66333961,108.2113495,7.815566063
30/05/2016,18.10900688,0.723223,16.83773232,108.8471756,7.912653923
31/05/2016,18.02477837,0.722804,16.66333961,108.2393951,7.883527756
1/06/2016,18.08374023,0.722387,16.59358215,109.1183167,7.912653923
2/06/2016,17.83948135,0.719062,16.47150612,108.7630081,7.912653923
3/06/2016,18.10058594,0.718649,16.74181747,109.5016785,7.94178009
6/06/2016,18.20165825,0.722596,16.65462112,109.6419373,7.932071209
7/06/2016,18.10058594,0.718494,16.81157494,109.4923325,7.854401588
8/06/2016,18.32800293,0.71958,16.81157494,109.5951996,7.825276375
9/06/2016,18.26904106,0.723694,16.86389351,108.7723541,7.854401588
10/06/2016,18.32800293,0.725005,16.65462112,107.594223,7.893235207
14/06/2016,18.01635933,0.723118,16.31455231,104.0971832,7.786439419
15/06/2016,18.05005074,0.7347,16.25351715,102.3486862,7.825276375
16/06/2016,17.73840714,0.737354,16.27095222,102.2177734,7.708769321
17/06/2016,17.61206245,0.744602,16.47150612,101.7222214,7.708769321
20/06/2016,17.52783585,0.749681,16.60230255,101.0676727,7.71847868
21/06/2016,17.90686035,0.741675,16.78541374,101.8157196,7.922361851
22/06/2016,17.78051949,0.737409,16.79413605,101.5539017,8.067996025
23/06/2016,17.97424698,0.738116,16.79413605,101.9466171,8.10682869
24/06/2016,17.59521866,0.735619,16.1401577,99.81473541,8.058286667
27/06/2016,17.61206245,0.74162,15.66057301,101.750267,8.03886795
28/06/2016,17.71313858,0.738716,15.30306911,100.9367828,7.7961483
29/06/2016,17.71313858,0.743108,15.44258308,101.3201447,7.970907211
30/06/2016,18.15112495,0.746102,15.84368706,104.8919678,8.058286667
1/07/2016,17.96582031,0.745379,16.16631889,104.4992599,8.174789429
4/07/2016,18.15112495,0.751428,16.46278572,105.0976715,8.281587601
5/07/2016,18.1763916,0.753523,16.24479485,104.0223923,8.203915596
6/07/2016,18.23535156,0.743108,15.95704556,103.7699432,8.320423126
7/07/2016,18.2606163,0.735727,15.94832325,103.8073196,8.291296959
8/07/2016,17.98266983,0.740521,16.05296135,103.3117599,8.233043671
11/07/2016,18.24377441,0.746993,16.41918755,104.733017,8.359256744
12/07/2016,18.10058594,0.744879,16.41046906,105.2379456,8.22333622
13/07/2016,18.13427734,0.74638,16.74181747,104.0130386,8.242753983
14/07/2016,18.44592094,0.753012,16.56742287,105.5090866,8.281587601
15/07/2016,18.37011528,0.74438,16.69821739,105.9018097,8.262169838
18/07/2016,18.40380859,0.75188,16.91621208,106.453476,8.339839935
19/07/2016,18.33642578,0.7494,17.02956963,107.1827927,8.504888535
20/07/2016,18.73229408,0.755915,16.61102104,109.4081802,8.54372406
21/07/2016,19.05236435,0.753807,16.80285454,111.3717499,8.572852135
22/07/2016,19.06078339,0.760572,16.77669716,111.278244,8.582558632
25/07/2016,19.40612221,0.759647,16.96852875,113.008049,8.572852135
26/07/2016,19.31346893,0.761499,16.96852875,111.7083588,8.407801628
27/07/2016,19.20397377,0.759013,17.02084732,110.2029572,8.466053963
28/07/2016,19.1281662,0.757518,16.70693779,109.8663406,8.359256744
29/07/2016,19.35558319,0.750751,16.8900528,110.333847,8.9320755
1/08/2016,19.44823265,0.747161,16.8900528,109.9505005,8.951493263
2/08/2016,19.1281662,0.750694,16.74181747,110.1281509,9.00003624
3/08/2016,19.02709389,0.747608,16.54998207,109.2118149,8.873822212
4/08/2016,18.7828331,0.747608,16.60230255,107.2949905,8.844696045
5/08/2016,18.86706161,0.751654,16.68078041,107.2389145,8.854406357
8/08/2016,18.55541801,0.751744,17.32603645,107.6783829,8.88353157
9/08/2016,18.3532753,0.751258,17.57019043,106.5843735,8.922367096
10/08/2016,18.47961426,0.758783,17.11676788,107.9308319,8.88353157
11/08/2016,18.39538574,0.752842,16.99468803,108.0617294,8.88353157
12/08/2016,18.5217247,0.759994,17.15164566,108.9312973,8.970910072
15/08/2016,18.66491508,0.759013,20.1948185,108.7256012,8.9320755
16/08/2016,18.64806938,0.764,19.70651436,109.1650772,8.88353157
17/08/2016,19.8019886,0.76118,20.14249992,103.6390152,8.805860519
18/08/2016,19.50719261,0.766049,20.1860981,100.7030106,8.660228729
19/08/2016,19.53246117,0.76646,20.23881721,100.8806686,8.834988594
22/08/2016,19.7009182,0.771545,21.07841682,100.7030106,8.873822212
23/08/2016,19.62510872,0.769586,20.80444336,102.9564514,8.834988594
24/08/2016,19.67565155,0.765638,20.64536095,103.3211136,8.650520325
25/08/2016,19.61668968,0.767636,20.60116959,102.3019257,8.73789978
26/08/2016,19.37242889,0.770078,20.50395393,101.9653168,8.728192329
29/08/2016,19.29662323,0.766401,20.19462776,101.6100159,8.786445618
30/08/2016,19.29662323,0.767872,20.0090332,102.9844971,8.699065208
31/08/2016,19.37242889,0.760803,19.84994888,101.0770264,8.708772659
1/09/2016,19.37242889,0.763009,19.69970703,100.3290024,8.718481064
2/09/2016,18.97655678,0.761383,19.64667702,98.11296844,8.54372406
5/09/2016,18.95129013,0.761035,19.58480835,98.1036377,8.601976395
6/09/2016,18.92601967,0.762486,19.87645912,96.67302704,8.601976395
7/09/2016,18.87548256,0.754432,19.44340324,96.2522583,8.582558632
8/09/2016,18.68647003,0.757748,19.46108055,96.98160553,8.524305344
9/09/2016,18.13661385,0.752445,19.58480835,94.80296326,8.456344604
12/09/2016,17.72422218,0.751993,19.00150871,93.55937958,8.368967056
13/09/2016,17.88746262,0.755287,19.29315948,94.28263092,8.446634293
14/09/2016,17.79295349,0.756487,19.5052681,94.9996109,8.417510033
15/09/2016,17.75,0.759301,19.44340324,95.32035828,8.398093224
16/09/2016,17.96478271,0.768817,19.4875946,97.07506561,8.388384819
19/09/2016,17.90464401,0.76693,19.33735085,96.24488831,8.296149254
20/09/2016,18.12802505,0.765052,19.42572594,96.65054321,8.165081024
21/09/2016,18.35140228,0.754489,19.67318916,97.0279007,8.174789429
22/09/2016,18.58337212,0.756716,19.91181374,98.08450317,8.145663261
23/09/2016,19.02153587,0.746938,20.31835938,99.67883301,8.184498787
26/09/2016,18.73801804,0.748223,19.96484184,100.0939255,8.135954857
27/09/2016,18.93562889,0.751315,20.09741211,101.9807053,8.116538048
28/09/2016,18.98717117,0.750188,20.21230125,102.7071228,8.174789429
29/09/2016,19.141819,0.75375,20.5481472,101.6788177,8.184498787
30/09/2016,18.90985107,0.755801,20.30951881,100.9429703,8.233043671
3/10/2016,18.73801804,0.763242,20.27416992,100.5373154,8.233043671
4/10/2016,18.90125847,0.764935,20.45092583,100.8863602,8.252462387
5/10/2016,18.90125847,0.761615,20.89282227,100.4901505,8.135954857
6/10/2016,18.97858238,0.763382,21.84731674,100.5278702,8.194207191
7/10/2016,18.82393265,0.766989,21.21098709,100.3769379,8.301007271
10/10/2016,18.85830116,0.769408,20.89282227,100.6599655,8.262169838
11/10/2016,18.74660683,0.762835,20.75141144,99.50901794,8.359256744
12/10/2016,18.78097725,0.764409,20.68070984,100.5090256,8.271879196
13/10/2016,18.57477951,0.76864,20.46860313,99.02789307,8.22333622
14/10/2016,18.65210342,0.761093,20.64536095,99.66941833,8.233043671
17/10/2016,18.43731689,0.762369,20.47743607,98.358078,8.184498787
18/10/2016,18.75520134,0.757805,20.19462776,99.32033539,8.203915596
19/10/2016,18.72083855,0.759994,20.39789963,99.87695313,8.262169838
20/10/2016,18.87548256,0.759994,20.23881721,99.65052795,8.194207191
21/10/2016,18.4201355,0.756258,19.69086647,98.16939545,8.126247406
